künstl_Saison;VA_Projekt;VATyp;Datum_von;Datum_bis;VA_Raum;Aktivitätsstatus;VA_Titel;Anzeige_Besetzung;Anzeige_Programm;Abo's
2007/08 K;Konzerthausorchester H2  (2007/08 K);KHB;04.01.2008 20:00;04.01.2008 22:30;Kleiner Saal;Konzert;Kammermusik des Konzerthausorchesters Berlin;"Evgeny Vapnyarsky Violine
Teresa Kammerer Violine
Amalia Arnoldt Viola
Nerina Mancini Violoncello
Cornelia Dill Violine
Hans-Georg Dill Violoncello
Mariko Mitsuyu Klavier";"Antonín Dvořák Terzett für zwei Violinen und Viola C-Dur op. 74
Bedřich Smetana Klaviertrio g-Moll op. 15
Alexander Borodin Streichquartett Nr. 1 A-Dur";Abo H
2007/08 K;Liebeslieder-Walzer 2007/08 (2007/08 K);KHB;06.01.2008 20:00;06.01.2008 22:30;Kleiner Saal;Konzert;Konzert;"Marlis Petersen Sopran
Stella Doufexis Alt
Werner Güra Tenor
Konrad Jarnot Bass
Christoph Berner Klavier
Camillo Radicke Klavier";"Johannes Brahms „Liebeslieder-Walzer“ op. 52
Johannes Brahms Drei Quartette für vier Singstimmen und Klavier op. 64
Johannes Brahms „Neue Liebeslieder-Walzer“ op. 65";
2007/08 K;Musikfilme (2007/08 K);KHBKoop;07.01.2008 18:00;07.01.2008 21:00;Musikclub;Konzert;„Der Blick auf den Klang - Musikfilmregisseure präsentieren...“;;;
2007/08 K;Streichquartett International (2007/08 K);KHB;08.01.2008 20:00;08.01.2008 22:30;Kleiner Saal;Konzert;Konzert;Belcea Quartet;"Joseph Haydn Streichquartett G-Dur op. 77 Nr. 1 Hob III:81
Anton Webern Fünf Sätze für Streichquartett op. 5
Franz Schubert Streichquartett G-Dur op. post. 161 D 887";Abo StQI
2007/08 K;Freundeskreis Konzerthaus Berlin 07/08 (2007/08 K);KHB;09.01.2008 19:00;09.01.2008 21:00;Musikclub;Diskussionsveranstaltung;Zu Gast beim Freundeskreis:;;;
2007/08 K;Konzerthausorchester A3 (2007/08 K);KHB;10.01.2008 20:00;10.01.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Eliahu Inbal
Jing Zhao Violoncello";"Ernest Bloch „Schelomo“ - Hebräische Rhapsodie für Violoncello und Orchester
Dmitri Schostakowitsch Sinfonie Nr. 11 g-Moll op. 103 („Das Jahr 1905“)";Abo A
2007/08 K;Konzerthausorchester A3 (2007/08 K);KHB;11.01.2008 20:00;11.01.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Eliahu Inbal
Jing Zhao Violoncello";"Ernest Bloch „Schelomo“ - Hebräische Rhapsodie für Violoncello und Orchester
Dmitri Schostakowitsch Sinfonie Nr. 11 g-Moll op. 103 („Das Jahr 1905“)";Abo A
2007/08 K;Orgelkonzerte (2007/08 K);KHB;12.01.2008 15:30;12.01.2008 17:30;Großer Saal;Konzert;Konzert;Hannfried Lucke Orgel;"Johann Ludwig Krebs Toccata E-Dur
Johann Sebastian Bach Concerto a-Moll BWV 1065 (nach Antonio Vivaldi), für Orgel bearbeitet von Guy Bovet
Felix Mendelssohn Bartholdy Sonate f-Moll op. 65 Nr. 1
Johannes Brahms Variationen über ein Thema von Joseph Haydn op. 56, für Orgel bearbeitet von Lionel Rogg
Maurice Duruflé Scherzo op. 2
Louis Vierne Final D-Dur aus der Sinfonie für Orgel Nr. 1 d-Moll op. 14";
2007/08 K;Papageno spielt auf der Zauberflöte (2007/08 K);KHB;12.01.2008 15:30;12.01.2008 17:00;Musikclub;Konzert;„Papageno spielt auf der Zauberflöte“;;;
2007/08 K;Konzerthausorchester A3 (2007/08 K);KHB;12.01.2008 20:00;12.01.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Eliahu Inbal
Jing Zhao Violoncello";"Ernest Bloch „Schelomo“ - Hebräische Rhapsodie für Violoncello und Orchester
Dmitri Schostakowitsch Sinfonie Nr. 11 g-Moll op. 103 („Das Jahr 1905“)";Abo A
2007/08 K;Stummfilm KNM 07/08 (2007/08 K);KHB;12.01.2008 20:00;12.01.2008 23:00;Werner-Otto-Saal;Konzert;"Stummfilm mit Livemusik

„Die Abenteuer des Prinzen Achmed“
Silhouettenfilm von Lotte Reiniger 
Deutschland 1926
Musik von Wolfgang Zeller (1926) in der Bearbeitung für Kammerorchester von Jens Schubbe";"modern art ensemble
Gerd Herklotz Musikalische Leitung";;
2007/08 K;Konzerthausorchester M4  (2007/08 K);KHB;13.01.2008 11:00;13.01.2008 13:30;Kleiner Saal;Konzert;Matinee des Konzerthausorchesters Berlin;"Alexandra Kehrle Klarinette
Franziska Haußig Fagott
Michail Sekler Violine
Hendrik Heilmann Klavier
Adriana Porteanu Violine
Damien Ventula Violoncello
Anna Kirichenko Klavier";"Michail Glinka „Trio pathétique“ für Klarinette, Fagott und Klavier d-Moll
Edvard Grieg Sonate für Violine und Klavier c-Moll op. 45
Ludwig van Beethoven Klaviertrio B-Dur op. 97";Abo M
2007/08 K;Papageno spielt auf der Zauberflöte (2007/08 K);KHB;13.01.2008 15:30;13.01.2008 17:00;Musikclub;Konzert;„Papageno spielt auf der Zauberflöte“;;;
2007/08 K;Stummfilm KNM 07/08 (2007/08 K);KHB;13.01.2008 15:30;13.01.2008 18:00;Werner-Otto-Saal;Konzert;"Stummfilm mit Livemusik

„Die Abenteuer des Prinzen Achmed“
Silhouettenfilm von Lotte Reiniger 
Deutschland 1926
Musik von Wolfgang Zeller (1926) in der Bearbeitung für Kammerorchester von Jens Schubbe";"modern art ensemble
Gerd Herklotz Musikalische Leitung";;
2007/08 K;Konzerthausorchester G3 (2007/08 K);KHB;17.01.2008 20:00;17.01.2008 22:30;Kleiner Saal;Konzert;Kammermusik des Konzerthausorchesters Berlin;"Ralf Forster Klarinette
Michael von Schönermark Fagott
Angela Gassenhuber Klavier
Finsterbusch-Trio
Andreas Finsterbusch Violine
Christoph Starke Viola
Christoph Bachmann Violoncello";"Max Reger Streichtrio a-Moll op. 77b
Johannes Brahms Sonate für Klarinette und Klavier Es-Dur op. 120 Nr. 2
Henri Dutilleux „Sarabande et cortège“ für Fagott und Klavier
Frank Martin Streichtrio";Abo G
2007/08 K;Konzerthausorchester Mozart-Matinee (2007/08 K);KHB;20.01.2008 11:00;20.01.2008 12:15;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Rudolf Buchbinder Klavier";"Wolfgang Amadeus Mozart Serenade c-Moll KV 388 (""Nacht Musique"")
Wolfgang Amadeus Mozart Konzert für Klavier und Orchester Es-Dur KV 482
Wolfgang Amadeus Mozart Sinfonie G-Dur KV 318";
2007/08 K;Konzerthausorchester Mozart-Matinee (2007/08 K);KHB;20.01.2008 11:00;20.01.2008 12:30;Werner-Otto-Saal;Konzert;"Mozart-Matineen für Kinder
... gespielt

Musikinstrumenten vorgestellt und ausprobiert

(Die Veranstaltung richtet sich an Kinder ab 3 Jahren)";;;
2007/08 K;"Orgel für ""pfiffige"" Kinder (2007/08 K)";KHB;20.01.2008 15:30;20.01.2008 17:00;Großer Saal;Konzert;Orgel für „Pfiffige“ Kinder;;;
2007/08 K;"Orgel für ""pfiffige"" Kinder (2007/08 K)";KHB;20.01.2008 15:30;20.01.2008 17:00;Musikclub;Konzert;Orgel für „Pfiffige“ Kinder;;;
2007/08 K;Kammerorchester International (2007/08 K);KHB;21.01.2008 20:00;21.01.2008 22:30;Großer Saal;Konzert;Konzert;"Academy of St Martin in the Fields
Julian Rachlin Leitung und Violine
Julian Rachlin Violine";"Heitor Villa-Lobos Bachianas Brasileiras Nr. 9
Wolfgang Amadeus Mozart Konzert für Violine und Orchester A-Dur KV 219
Wolfgang Amadeus Mozart Sechs Kontretänze KV 462
Astor Piazzolla „Las Cuatro Estaciones Portenas“ (Die vier Jahreszeiten) in der Fassung für Violine und Streichorchester von Leonid Desjatnikow";Abo KOI
2007/08 K;Musikforum Gendarmenmarkt (2007/08 K);KHBKoop;23.01.2008 20:00;23.01.2008 23:00;Kleiner Saal;Konzert;Konzert;Birgitta Wollenweber Klavier;"Ludwig van Beethoven Sonate E-Dur op. 109
Franz Schubert Impromptu für Klavier Es-Dur op. 90 Nr. 2 D 899
Franz Liszt Klaviertranskriptionen von zwei Liedern Franz Schuberts („Gretchen am Spinnrade“ , „Erlkönig“)
Fryderyk Chopin Zwölf Etüden op. 10
Alberto Ginastera Klaviersonate Nr. 1 op. 22";
2007/08 K;Bonjour, Monsieur Satie 07/08 (2007/08 K);KHB;26.01.2008 15:30;26.01.2008 17:00;Musikclub;Konzert;„Bonjour, Monsieur Satie“;;;
2007/08 K;Vogler-Quartett (2007/08 K);KHB;26.01.2008 20:00;26.01.2008 23:00;Kleiner Saal;Konzert;Konzert;Vogler Quartett;"Wolfgang Amadeus Mozart Streichquartett C-Dur KV 157
Mauricio Kagel Streichquartett Nr. 5
Ludwig van Beethoven Streichquartett Es-Dur op. 127";
2007/08 K;Bonjour, Monsieur Satie 07/08 (2007/08 K);KHB;27.01.2008 15:30;27.01.2008 17:00;Musikclub;Konzert;„Bonjour, Monsieur Satie“;;;
2007/08 K;Konzerthausorchester B4 (2007/08 K);KHB;31.01.2008 20:00;31.01.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Severin von Eckardstein Klavier";"Joseph Haydn Sinfonie Nr. 88 G-Dur Hob I:88
Igor Strawinsky Capriccio für Klavier und Orchester
César Franck Sinfonische Variationen für Klavier und Orchester fis-Moll
Wolfgang Amadeus Mozart Sinfonie D-Dur KV 385 („Haffner“)";Abo B
2007/08 K;Konzerthausorchester B4 (2007/08 K);KHB;01.02.2008 20:00;01.02.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Severin von Eckardstein Klavier";"Joseph Haydn Sinfonie Nr. 88 G-Dur Hob I:88
Igor Strawinsky Capriccio für Klavier und Orchester
César Franck Sinfonische Variationen für Klavier und Orchester fis-Moll
Wolfgang Amadeus Mozart Sinfonie D-Dur KV 385 („Haffner“)";Abo B
2007/08 K;Akademie für Alte Musik (2007/08 K);KHB;01.02.2008 20:00;01.02.2008 22:30;Kleiner Saal;Konzert;Konzert;"Akademie für Alte Musik Berlin
Solisten des Vokalconsort Berlin";"Johann Hermann Schein Suite XX à 5 in e aus „Banchetto Musicale“
Johann Christoph Bach „Ach, daß ich Wassers genug hätte“ - Lamento für Baß, vier Violen und Basso continuo
Georg Muffat Fasciculus VI in A („Grati Hospites“) für Streicher und Basso continuo aus „Florilegium secundum“
Antonio Vivaldi Konzert für Viola d'amore, Streicher und Basso continuo D-Dur RV 392
Georg Philipp Telemann Konzert für vier Violen ohne Baß G-Dur (nach dem Konzert für vier Violinen D-Dur)
Johann Sebastian Bach „Gleichwie der Regen und Schnee vom Himmel fällt“ - Kantate für vier Singstimmen, vier Violen und Basso continuo BWV 18";Abo AKAMUS
2007/08 K;Babar (2007/08 K);KHB;02.02.2008 15:30;02.02.2008 17:00;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;;;
2007/08 K;Konzerthausorchester B4 (2007/08 K);KHB;02.02.2008 20:00;02.02.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Severin von Eckardstein Klavier";"Joseph Haydn Sinfonie Nr. 88 G-Dur Hob I:88
Igor Strawinsky Capriccio für Klavier und Orchester
César Franck Sinfonische Variationen für Klavier und Orchester fis-Moll
Wolfgang Amadeus Mozart Sinfonie D-Dur KV 385 („Haffner“)";Abo B
2007/08 K;Akademie für Alte Musik (2007/08 K);KHB;02.02.2008 20:00;02.02.2008 22:30;Kleiner Saal;Konzert;Konzert;"Akademie für Alte Musik Berlin
Solisten des Vokalconsort Berlin";"Johann Hermann Schein Suite XX à 5 in e aus „Banchetto Musicale“
Johann Christoph Bach „Ach, daß ich Wassers genug hätte“ - Lamento für Baß, vier Violen und Basso continuo
Georg Muffat Fasciculus VI in A („Grati Hospites“) für Streicher und Basso continuo aus „Florilegium secundum“
Antonio Vivaldi Konzert für Viola d'amore, Streicher und Basso continuo D-Dur RV 392
Georg Philipp Telemann Konzert für vier Violen ohne Baß G-Dur (nach dem Konzert für vier Violinen D-Dur)
Johann Sebastian Bach „Gleichwie der Regen und Schnee vom Himmel fällt“ - Kantate für vier Singstimmen, vier Violen und Basso continuo BWV 18";Abo AKAMUS
2007/08 K;Babar (2007/08 K);KHB;03.02.2008 11:00;03.02.2008 12:30;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;;;
2007/08 K;Babar (2007/08 K);KHB;03.02.2008 15:30;03.02.2008 17:00;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;;;
2007/08 K;Open your Ears (2007/08 K);KHB;07.02.2008 11:00;07.02.2008 12:30;Werner-Otto-Saal;Konzert;"OPEN YOUR EARS
Neue Musik für junge Leute";;;
2007/08 K;Open your Ears (2007/08 K);KHB;07.02.2008 19:00;07.02.2008 21:30;Werner-Otto-Saal;Konzert;"OPEN YOUR EARS
Neue Musik für junge Leute";;;
2007/08 K;Papageno spielt auf der Zauberflöte (2007/08 K);KHB;09.02.2008 15:30;09.02.2008 17:00;Musikclub;Konzert;„Papageno spielt auf der Zauberflöte“;;;
2007/08 K;Streichquartett International (2007/08 K);KHB;13.02.2008 20:00;13.02.2008 22:30;Kleiner Saal;Konzert;Konzert;St. Lawrence String Quartet;"Joseph Haydn Streichquartett C-Dur op. 54 Nr. 2 Hob III:57
Jonathan Berger „The Bridal Canopy“ für Streichquartett
Antonín Dvořák Streichquartett Nr. 13 G-Dur op. 106";Abo StQI
2007/08 K;Freundeskreis Konzerthaus Berlin 07/08 (2007/08 K);KHB;14.02.2008 19:00;14.02.2008 21:00;Musikclub;Diskussionsveranstaltung;Zu Gast beim Freundeskreis:;;;
2007/08 K;Babar (2007/08 K);KHB;16.02.2008 15:30;16.02.2008 18:00;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;;;
2007/08 K;Babar (2007/08 K);KHB;17.02.2008 11:00;17.02.2008 12:30;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;;;
2007/08 K;Babar (2007/08 K);KHB;17.02.2008 15:30;17.02.2008 17:00;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;;;
2007/08 K;Konzerthausorchester E3  (2007/08 K);KHB;22.02.2008 20:00;22.02.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Yutaka Sado
James Ehnes Violine";"Johannes Brahms Konzert für Violine und Orchester D-Dur op. 77
Joseph Haydn Sinfonie Nr. 44 e-Moll Hob I:44 („Trauer-Sinfonie“)
Richard Strauss „Till Eulenspiegels lustige Streiche“ - Sinfonische Dichtung op. 28";Abo E
2007/08 K;Porträt Christfried Schmidt 2008 (2007/08 K);KHB;22.02.2008 20:00;22.02.2008 23:00;Musikclub;Konzert;"Komponistenporträt Christfried Schmidt
Zum 75. Geburtstag";"Claudia Herr Alt
Burkhard Glaetzner Oboe
Klaus Schöpp Flöte
Frank Gutschmidt Klavier
Hermann Keller Klavier
Matthias Badczong Bassklarinette
Sonar Quartett";"Christfried Schmidt Kammermusik II „Ed è subito sera“ (S. Quasimodo) für Alt, Oboe, Viola und Violoncello (1971) Uraufführung
Christfried Schmidt Moments musicaux pour piano VI - VII (1976)
Christfried Schmidt Pièce de flûte (2006) Uraufführung
Christfried Schmidt Moments musicaux pour piano VIII, IX, X (1976)
Christfried Schmidt Musica per i Due Boemi für Baßklarinette und Klavier (1972)
Christfried Schmidt Aulodie II für Englisch Horn oder Oboe (2001)
Christfried Schmidt 2. Streichquartett (Hommage à Bela Bartók) (1970)";
2007/08 K;Orgelkonzerte (2007/08 K);KHB;23.02.2008 15:30;23.02.2008 17:30;Großer Saal;Konzert;Konzert;Joachim Dalitz Orgel;"Franz Liszt Variationen über einen Basso continuo aus der Kantate „Weinen, Klagen“ von Johann Sebastian Bach
Walter Knape Postludium zu einem eigenen Cantus firmus - „Alle Menschen müssen sterben, daß  sie daraus werden neu“ op. 73
César Franck Choral h-Moll
Günter Neubert Sonata da chiesa (Requiem per organum)
Johann Sebastian Bach Fantasie und Fuge g-Moll BWV 542";
2007/08 K;Samiel, hilf! 07/08 (2007/08 K);KHB;23.02.2008 15:30;23.02.2008 17:00;Musikclub;Konzert;„Samiel, hilf!“;;;
2007/08 K;Konzerthausorchester E3  (2007/08 K);KHB;23.02.2008 20:00;23.02.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Yutaka Sado
James Ehnes Violine";"Johannes Brahms Konzert für Violine und Orchester D-Dur op. 77
Joseph Haydn Sinfonie Nr. 44 e-Moll Hob I:44 („Trauer-Sinfonie“)
Richard Strauss „Till Eulenspiegels lustige Streiche“ - Sinfonische Dichtung op. 28";Abo E
2007/08 K;Entdeckungsreisen in die Welt der Musik (2007/08 K);KHB;24.02.2008 11:00;24.02.2008 13:00;Kleiner Saal;Konzert;Von berühmten Baumeistern, musizierenden Priestern und reisenden Teufelsgeigern - Ein Ausflug in die italienische Heimat der Violinfamilie;;;
2007/08 K;Entdeckungsreisen in die Welt der Musik (2007/08 K);KHB;24.02.2008 15:00;24.02.2008 17:00;Kleiner Saal;Konzert;Von berühmten Baumeistern, musizierenden Priestern und reisenden Teufelsgeigern - Ein Ausflug in die italienische Heimat der Violinfamilie;;;
2007/08 K;DRUCK modul 2 07/08 (2007/08 K);KHB;28.02.2008 20:00;28.02.2008 23:00;Werner-Otto-Saal;Konzert;"Ralf Hoyer/ Susanne Stelzenbach
druck # 2
KLIMA_vorher.sagen";"Titus Engel
Antje Kaiser Regie
Dominik Busch
Katia Guedes Sopran
Kaspar Kröner Altus
Andreas „Rebell“ Genschmar Schauspieler/Rapper
Kammerensemble Neue Musik Berlin";;
2007/08 K;Konzerthausorchester H3  (2007/08 K);KHB;29.02.2008 20:00;29.02.2008 22:00;Kleiner Saal;Konzert;Kammermusik des Konzerthausorchesters Berlin;"Ralf Forster Klarinette
Viviane Hagner Violine
Johannes Jahnel Violine
Ferenc Gábor Viola
Stefan Giglberger Violoncello
Taneli Turunen Violoncello
Shai Wosner Klavier";"Olivier Messiaen „Quatuor pour la fin du temps“ für Klarinette, Violine, Violoncello und Klavier
Franz Schubert Streichquintett C-Dur op. post. 163 D 956";Abo H
2007/08 K;Babar (2007/08 K);KHB;01.03.2008 15:30;01.03.2008 18:00;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;;;
2007/08 K;DRUCK modul 2 07/08 (2007/08 K);KHB;01.03.2008 20:00;01.03.2008 21:30;Werner-Otto-Saal;Konzert;"Ralf Hoyer/ Susanne Stelzenbach
druck # 2
KLIMA_vorher.sagen";"Titus Engel
Antje Kaiser Regie
Dominik Busch
Katia Guedes Sopran
Kaspar Kröner Altus
Andreas „Rebell“ Genschmar Schauspieler/Rapper
Kammerensemble Neue Musik Berlin";;
2007/08 K;Babar (2007/08 K);KHB;02.03.2008 11:00;02.03.2008 12:30;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;;;
2007/08 K;Babar (2007/08 K);KHB;02.03.2008 15:30;02.03.2008 17:00;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;;;
2007/08 K;Streichquartett International (2007/08 K);KHB;04.03.2008 20:00;04.03.2008 22:30;Kleiner Saal;Konzert;Konzert;Zehetmair Quartett;"Franz Schubert Streichquartett Es-Dur op. post. 125 D 87
Heinz Holliger Streichquartett Nr. 2
Robert Schumann Streichquartett A-Dur op. 41 Nr. 3";Abo StQI
2007/08 K;Offensive Kulturelle Bildung 2008 (2007/08 K);KHB;05.03.2008 11:00;05.03.2008 13:00;Großer Saal;Konzert;"Offensive Kulturelle Bildung in Berlin
Schirmherr Lothar Zagrrosek lädt Berliner Schüler zum Höhlenfest ins Konzerthaus Berlin";"Lothar Zagrosek
Konzerthausorchester Berlin";Felix Mendelssohn Bartholdy „Die Hebriden“ - Konzertouvertüre h-Moll op. 26;
2007/08 K;Offensive Kulturelle Bildung 2008 (2007/08 K);KHB;05.03.2008 11:00;05.03.2008 13:00;Konzerthaus Berlin;Konzert;"Offensive Kulturelle Bildung in Berlin
Schirmherr Lothar Zagrrosek lädt Berliner Schüler zum Höhlenfest ins Konzerthaus Berlin";;;
2007/08 K;Kammerorchester International (2007/08 K);KHB;06.03.2008 20:00;06.03.2008 22:30;Großer Saal;Konzert;Konzert;"Los Angeles Chamber Orchestra
Jeffrey Kahane Dirigent
Vesselina Kasarova Mezzosopran";"Joseph Haydn Sinfonie Nr. 99 Es-Dur Hob I:99
Wolfgang Amadeus Mozart Ouvertüre zur Oper „La clemenza di Tito“ KV 621
Wolfgang Amadeus Mozart „Parto, ma tu ben mio“ - Arie des Sesto aus der Oper „La clemenza di Tito“ KV 621
Wolfgang Amadeus Mozart „Deh, per questo istante solo“ - Arie des Sesto aus der Oper „La clemenza di Tito“ KV 621
Gioacchino Rossini Ouvertüre zur Oper „Die Italienerin in Algier“
Gioacchino Rossini „Amici, in ogni evento mi affido a voi“ - Arie der Isabella aus der Oper „Die Italienerin in Algier“
Gioacchino Rossini „Una voce poco fa“ - Kavatine der Rosina aus der Oper „Der Barbier von Sevilla“
Igor Strawinsky „Pulcinella“ - Ballettsuite (nach Pergolesi)";Abo KOI
2007/08 K;Konzerthausorchester C4 (2007/08 K);KHB;07.03.2008 20:00;07.03.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Tanja Tetzlaff Violoncello";"Franz Schubert Sinfonie Nr. 3 D-Dur D 200
Bernd Alois Zimmermann Konzert für Violoncello und Orchester „en forme de pas de trois“
Anton Bruckner Sinfonie Nr. 6 A-Dur";Abo C
2007/08 K;Konzerthausorchester C4 (2007/08 K);KHB;07.03.2008 22:00;07.03.2008 23:00;Besucherservice;Diskussionsveranstaltung;Nach(t)gespräch mit den Künstlern des Abends;"Konzerthausorchester Berlin
Lothar Zagrosek
Tanja Tetzlaff Violoncello";"Franz Schubert Sinfonie Nr. 3 D-Dur D 200
Bernd Alois Zimmermann Konzert für Violoncello und Orchester „en forme de pas de trois“
Anton Bruckner Sinfonie Nr. 6 A-Dur";
2007/08 K;Bonjour, Monsieur Satie 07/08 (2007/08 K);KHB;08.03.2008 15:30;08.03.2008 17:00;Musikclub;Konzert;„Bonjour, Monsieur Satie“;;;
2007/08 K;Konzerthausorchester C4 (2007/08 K);KHB;08.03.2008 20:00;08.03.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Tanja Tetzlaff Violoncello";"Franz Schubert Sinfonie Nr. 3 D-Dur D 200
Bernd Alois Zimmermann Konzert für Violoncello und Orchester „en forme de pas de trois“
Anton Bruckner Sinfonie Nr. 6 A-Dur";Abo C
2007/08 K;Bonjour, Monsieur Satie 07/08 (2007/08 K);KHB;09.03.2008 15:30;09.03.2008 17:00;Musikclub;Konzert;„Bonjour, Monsieur Satie“;;;
2007/08 K;Konzerthausorchester C4 (2007/08 K);KHB;09.03.2008 16:00;09.03.2008 18:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Tanja Tetzlaff Violoncello";"Franz Schubert Sinfonie Nr. 3 D-Dur D 200
Bernd Alois Zimmermann Konzert für Violoncello und Orchester „en forme de pas de trois“
Anton Bruckner Sinfonie Nr. 6 A-Dur";Abo C
2007/08 K;Vogler-Quartett (2007/08 K);KHB;09.03.2008 20:00;09.03.2008 22:30;Kleiner Saal;Konzert;Konzert;"Vogler Quartett
Chen Halevi Klarinette
Jascha Nemtsov Klavier";"Sergej Prokofjew Ouvertüre über hebräische Themen für Klarinette, Streichquartett und Klavier op. 34b
Grigori Krejn Prélude für Klarinette, Klavier und Streichquartett
Joseph Achron Kindersuite für Klarinette, Streichquartett und Klavier op. 57 (Auszüge)
Julius Chajes Hebräische Suite für Klarinette, Streichquartett und Klavier
Antonín Dvořák Klavierquintett A-Dur op. 81";
2007/08 K;Ensemble Modern März 2008 (2007/08 K);KHB;10.03.2008 20:00;10.03.2008 21:30;Großer Saal;Konzert;Konzert;"Ensemble Modern
Franck Ollu
Cristina Branco Sopran
Frank Wörner Bass
Norbert Ommer Klangregie
Thomas Goepfer Tontechnik";Stefano Gervasoni „COM QUE VOZ“ -  Ein Konzert mit Fados nach Amália Rodrigues und Liedern nach Sonetten von Luís Vaz de Camoes;
2007/08 K;Freundeskreis Konzerthaus Berlin 07/08 (2007/08 K);KHB;12.03.2008 19:00;12.03.2008 21:00;Werner-Otto-Saal;Konzert;Zu Gast beim Freundeskreis:;;;
2007/08 K;Lisa Batiashvili März 2008 (2007/08 K);KHB;13.03.2008 20:00;13.03.2008 22:30;Kleiner Saal;Konzert;Konzert;"Lisa Batiashvili Violine
Antoine Tamestit Viola
Danjulo Ishizaka Violoncello
François Leleux Oboe";"Ludwig van Beethoven Trio C-Dur op. 87, bearbeitet für Violine, Oboe und Violoncello
Ernst von Dohnányi Serenade für Streichtrio C-Dur op. 10
Benjamin Britten „Phantasy Quartet“ für Oboe, Violine, Viola und Violoncello op. 2
Wolfgang Amadeus Mozart Drei Arien aus der Oper „Die Zauberflöte“, bearbeitet für Violine und Oboe
Wolfgang Amadeus Mozart Oboenquartett F-Dur KV 370";
2007/08 K;Konzerthausorchester MaerzMusik  (2007/08 K);KHBKoop;14.03.2008 20:00;14.03.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Marino Formenti Klavier
Robyn Schulkowsky Schlagzeug
Jorge Camiruaga Schlagzeug";"Alvaro Carlevaro „levante.repique“ für Orchester mit zwei Schlagzeugsolisten (UA)
Enno Poppe „Keilschrift“ für Orchester
Stefano Gervasoni „Irrene Stimme“ für Klavier und Orchester
Stefano Gervasoni „Fantasia - Invenzione a una voce“ für Klavier und Orchester
Francisco Guerrero „Antar Atman“ für Orchester";
2007/08 K;Lisa Batiashvili März 2008 (2007/08 K);KHB;14.03.2008 20:00;14.03.2008 22:30;Kleiner Saal;Konzert;Konzert;"Lisa Batiashvili Violine
Adrian Brendel Violoncello
Till Fellner Klavier";"Ludwig van Beethoven Klaviertrio c-Moll op. 1 Nr. 3
Ludwig van Beethoven Klaviertrio Es-Dur op. 1 Nr. 1
Mauricio Kagel Klaviertrio Nr. 2
Ludwig van Beethoven Klaviertrio G-Dur op. 1 Nr. 2";
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;15.03.2008 14:00;15.03.2008 18:00;Konzerthaus Berlin;Konzert;Konzerthaus für Kinder!;"Ophira Zakai Laute
pazzaCaglia
sinn & ton
Capella de la Torre
Alta Musica
Silvia Freund Sonstiges
Michael Metzler Sonstiges";;
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;16.03.2008 19:15;16.03.2008 20:00;Kleiner Saal;Diskussionsveranstaltung;"thema: Grüne Woche
Einführungsvortrag";;;
2007/08 K;Akademie für Alte Musik (2007/08 K);KHB;16.03.2008 20:00;16.03.2008 22:30;Großer Saal;Konzert;"thema: Grüne Woche
Eröffnungskonzert";"Akademie für Alte Musik Berlin
RIAS Kammerchor
René Jacobs
Lydia Teuscher Sopran
Birgitte Christensen Sopran
Marie Claude Chappuis Mezzosopran
Donát Havár Tenor
Daniel Behle Tenor
Johannes Weisser Bariton";Georg Philipp Telemann „Brockes-Passion“ für Soli, Chor und Orchester;Abo AKAMUS
